Subject,Message,Label,OriginalRowID,Date
Stolen vehicle claim – need next steps,"Hi QuickCover Support, Vehicle theft on 19 May 2025 12:55 near Dundalk city centre. CCTV liikely at the shop across the road. Reigstered plate 1-0G-50834, policcy PCY-864-551574. Please advise urgent actions and any forms. thanks in advance Screenshot included below. Many thanks, Noh Murhy

(Also, sorry for the long email—bit stressed.)",CarTheft,571f40ac,
Collision today on N7 – what do I do?,"Hey there,
Accident at low speed leaving a car park. I scraped another car. I’ve photos and their details. Do I need to notify you even if we settle privately? My policy is PCY-926-659461, reg 24-SO-53664. kind regards
Photos attached.

Best,
Niamh Brown
+353 82 361 2468
niamhbrown158@yahoo.com

(Also, sorry for the long email—bit stressed.)",CarCrash,499dba3b,
"Minor crash, no injuries – claim query","Hi team,
Small collision on the M50, lane 2. I braked and the van behind clipped my bumper. Gardaí attended. Claim under PCY-371-812052. Should I go to N7 Auto or wait for an approved repairer list? honestly not impressed
Dashcam clip uploaded to Drive (link upon request).

Regards,
Patrick Brown",CarCrash,a6eb614f,
Renewal price seems high – options?,"Good afternoon,
I’m changing cars next month (new reg 07-C-55273). Can I update the details now so the renewal is accurate? Also adding my partner as a named driver. Policy PCY-819-497666. kind regards

Thanks,
Noah Gallagher",CarRenewal,56126e98,
Stranded on hard shoulder – breakdown cover,"Good afternoon,
Battery seems dead (no dash lights). I’m at 80 Church View, Cork. Can someone jump‑start or tow me? Reg 06-CW-7870, policy PCY-158-857472. Also, is there a call‑out limit? happy to provide more info
—

Thanks,
Aoife Walsh

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.

(Also, sorry for the long email—bit stressed.)",CarBreakdown,358a779e,
Policy renewal questions,"Hi team,
Renewal due on 22. Could you send me the documents in PDF and explain options for monthly vs annual? Policy PCY-473-146435. really appreciate your help

Thanks,
Emily Murphy

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarRenewal,ef15d568,
Query about documents,"Hey there,
Where do I download my cert of insurance and disc for reg 22-OY-2747? I can’t find the link on the portal. thanks in advance

Many thanks,
Noah Hayes
+353 84 387 6773
noahhayes31@proton.me

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",Other,c3ae38bf,
My car is gone – policy assistance,"Good morning,
My car (18-SO-22368) was stolen outside my house at 144 Station Rd, Limerick around 24 Jul 2024 12:55. I reported it to the Gardaí (ref #222227). Policy PCY-897-608453. What info do you need to open a claim? happy to provide more info
Photos attached.

Many thanks,
Ciara Gallagher
+353 85 242 8240
ciaragallagher912@example.com",CarTheft,eea1524d,
Rear‑ended at lights – advice needed,"Hey there, Small collision on the M50, lane 2. I braked and the van behind clipped my bumper. Gadraí attended. Claim under PCY-522-788428. Should I go to City Tyres or wait for an approved repairer list? honestly not imrpessed Screenshot includeed below. Thanks, Noah O'Neill +353 84 708 1585 noahoneill780@outlook.com P.S. I’m at work now, cant taake calls tiill after 5pm. Teext me if urgeent.",CarCrash,ed71d76f,
Renewal due – change car details,"Good morning, Renewal due on 04. Could you send me the documents in PDF and explain options for monthly vs annual? Policy PCY-8865-400412. please let me know Best, Olivia Kavanagh +353 81 173 8488 oliviakavanagh427@gmail.com",CarRenewal,5e8312c0,
Policy renewal questions,"Hi Atlantic Mutual Support,
Got the renewal email but the premium is up 18%. Any discounts for no claims (5 years) or for installing a dashcam? Policy PCY-452-505816. thanks in advance

Regards,
Olivia O'Connor
+353 89 584 7425
oliviaoconnor315@proton.me",CarRenewal,95cd7611,
Urgent: Vehicle theft (police report filed),"Hello,
Came out this morning and the car was just gone. 25-W-81728. Spare key with me. I called 999 and got a case number. Can you guide me on the theft claim steps under PCY-851-647091? Also, do I still owe the excess if the car isn’t found? honestly not impressed
Dashcam clip uploaded to Drive (link upon request).

Regards,
Mia Smith
+353 85 286 8988
miasmith218@yahoo.com",CarTheft,f1611243,
Urgent: Vehicle theft (police report filed),"Good afternoon,
Vehicle theft on 05 Oct 2024 12:55 near Galway city centre. CCTV likely at the shop across the road. Registered plate 17-MH-18991, policy PCY-255-458388. Please advise urgent actions and any forms. please let me know
Attaching a PDF of the report.

Sincerely,
Patrick McCarthy
+353 83 983 3262
patrickmccarthy317@example.com",CarTheft,732e600c,
Windscreen damage after storm,"Hi GreenShield Support, A stoone hit my windscreen on the N4 and now thhere’s a crack across the drivers side. Can I book directly wth GlassFix or do I need pre‑approval under oplicy PCY-836-37429? please let me know Reg 22-L-65071. Photos attached. Best, Sophia Byrne +353 82 685 4882 sophiabyrne798@mgail.com",CarWindshield,ee29761a,
"Minor crash, no injuries – claim query","Hi team, Accident at low speed leaving a car park. I scraped another acr. I’ve phoots and ther details. Do I need to ontify you even if we settle privately? My policy is PCY-377-858466, reg 06-C-5666. kind regards Attaching a PDF of the report. Many thanks, Pattrick Wilson +353 86 812 3051 patrickwilson441@proto.nme",CarCrash,9c243898,
Renewal due – change car details,"Good afternoon,
Got the renewal email but the premium is up 18%. Any discounts for no claims (5 years) or for installing a dashcam? Policy PCY-159-501921. kind regards

Sincerely,
Noah O'Neill
+353 87 227 9496
noahoneill198@gmail.com

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarRenewal,77e876c9,
Need some help with my cover,"Good afternoon,
I just need to check what’s included in my policy PCY-760-651746. Does it cover driving other cars, or windscreen chips? please let me know

Regards,
Patrick Brown
+353 80 298 2457
patrickbrown558@outlook.com",Other,aa2d8edf,
"Minor crash, no injuries – claim query","Hi GreenShield Support,
Small collision on the M50, lane 2. I braked and the van behind clipped my bumper. Gardaí attended. Claim under PCY-378-919240. Should I go to South Quay Repairs or wait for an approved repairer list? please sort this
Dashcam clip uploaded to Drive (link upon request).

Regards,
Niamh Brown",CarCrash,6a60c23b,
My car is gone – policy assistance,"Hey there,
Came out this morning and the car was just gone. 06-KK-13972. Spare key with me. I called 999 and got a case number. Can you guide me on the theft claim steps under PCY-675-695417? Also, do I still owe the excess if the car isn’t found? please sort this
No attachments yet—can send if needed.

Regards,
Michael Gallagher
+353 85 988 4259
michaelgallagher591@example.com",CarTheft,4fd9bb4a,
Engine died at junction – policy help,"Good afternoon,
Battery seems dead (no dash lights). I’m at 171 Market St, Letterkenny. Can someone jump‑start or tow me? Reg 05-LM-26062, policy PCY-725-982409. Also, is there a call‑out limit? this is ridiculous
Scans can be provided.

Sincerely,
Mia Duffy
+353 81 772 6058
miaduffy69@example.com",CarBreakdown,3f42b542,
Accident report and claim initiation,"Hello,
Small collision on the M50, lane 2. I braked and the van behind clipped my bumper. Gardaí attended. Claim under PCY-997-927527. Should I go to City Tyres or wait for an approved repairer list? please let me know
Dashcam clip uploaded to Drive (link upon request).

Regards,
Lucas O'Connor
+353 80 668 2887
lucasoconnor146@yahoo.com",CarCrash,d821add6,
Collision today on N7 – what do I do?,"Hello,
I was rear‑ended at a red light in Naas today (25 Jul 2024 12:55), airbags didn’t deploy. Other driver admitted fault. Exchange done. My reg 12-G-53004, policy PCY-955-933379. What’s the fastest way to get the car assessed? please let me know
Dashcam clip uploaded to Drive (link upon request).

Thanks,
Aoife Byrne
+353 88 445 6525
aoifebyrne914@outlook.com

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarCrash,02a34011,
Renewal price seems high – options?,"Hi GreenShield Support,
I’m changing cars next month (new reg 07-LS-36183). Can I update the details now so the renewal is accurate? Also adding my partner as a named driver. Policy PCY-154-724356. please sort this

Regards,
Jack Smith
+353 85 531 1208
jacksmith900@gmail.com

(Also, sorry for the long email—bit stressed.)",CarRenewal,7dc6d17e,
Add a new driver for renewal,"God afternoon, I’m hcanging cars nxet month (new reg 20-MH-81505). Can I update the edtails now so the renewal is accurate? Also adding my partner as a named driver. Policy PCY-889-388789. please sort this Cheers, Ciara Kavanagh +353 82 263 5252 ciarakavanagh711@example.com P..S. I’m at work noow, caan’t take calls til afer 5pmm. Text me if urgent.",CarRenewal,a626a40a,
Add a new driver for renewal,"Hello, I’m chaging caars next moth (new reg 25-MN-87030). Can I update the details now so the renewal is accurate? Also adding my partner as a named driver. Policy PCY-482-857758. thanks in advance Cheers, Lucas Walsh +353 89 479 7515 lucaswalsh490@exampe.com .PS. I’m at work now, can’t take calls till atfer 5pm. Text me if urgnt.",CarRenewal,a0934161,
Renewal price seems high – options?,"Good morning,
I’m changing cars next month (new reg 07-LS-8022). Can I update the details now so the renewal is accurate? Also adding my partner as a named driver. Policy PCY-801-744228. this is ridiculous

Many thanks,
Noah Smith
+353 80 467 3243
noahsmith579@example.com",CarRenewal,208ccd93,
Breakdown this morning – tow arranged?,"Hey there,
Battery seems dead (no dash lights). I’m at 123 Market St, Waterford. Can someone jump‑start or tow me? Reg 23-L-42679, policy PCY-398-708992. Also, is there a call‑out limit? I've been on hold forever
—

Cheers,
Conor Murphy
+353 83 670 7051
conormurphy983@example.com

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarBreakdown,6be1ff7e,
Engine died at junction – policy help,"Hi SafeDrive Support,
My car cut out at a roundabout in Dundalk and won’t restart. Hazard lights on. Do I have roadside assist with policy PCY-167-558155? If yes, can you arrange a tow to N7 Auto? really appreciate your help
No attachments.

Regards,
Isla Brown
+353 80 322 4237
islabrown373@gmail.com",CarBreakdown,66f350d2,
General question about my policy,"Hey there,
I just need to check what’s included in my policy PCY-232-259981. Does it cover driving other cars, or windscreen chips? kind regards

Sincerely,
Michael Brown",Other,c6bd4688,
Car stolen last night – claim help?,"Good morning,
Vehicle theft on 15 Mar 2025 12:55 near Letterkenny city centre. CCTV likely at the shop across the road. Registered plate 17-LS-95223, policy PCY-167-424314. Please advise urgent actions and any forms. please let me know
No attachments yet—can send if needed.

Thanks,
Mia Hughes
+353 82 543 9238
miahughes933@gmail.com",CarTheft,7e8c6fc8,
Need some help with my cover,"Hello,
I just need to check what’s included in my policy PCY-766-500972. Does it cover driving other cars, or windscreen chips? kind regards

Sincerely,
Mia Kelly

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",Other,16c933a6,
Car stolen last night – claim help?,"Hello, Came out this morning and the car was just gone. 05-G-51152. Spaare key witth me. I called 999 and got a case number. Can you guide me on the theft claim steps undder PCY-610-811047? Also, do I tsill owe the exxcess if the car isn’t foundd? I've been on hold forever Screenshot included below. Sincerely, Noah O'BBrien +353 85 928 9856 noahobrien560@gmail.com",CarTheft,0681d6fc,
Renewal price seems high – options?,"Hi team,
Renewal due on 22. Could you send me the documents in PDF and explain options for monthly vs annual? Policy PCY-624-692733. kind regards

Many thanks,
Sophia Brown
+353 85 859 7829
sophiabrown12@proton.me",CarRenewal,95b9d0b8,
Collision today on N7 – what do I do?,"Hey there,
Accident at low speed leaving a car park. I scraped another car. I’ve photos and their details. Do I need to notify you even if we settle privately? My policy is PCY-502-896070, reg 06-MH-85078. happy to provide more info
Photos attached.

Many thanks,
Lucas Smith
+353 83 657 8244
lucassmith715@yahoo.com",CarCrash,c02a70f8,
